,main_player,main_player_current_name,main_player_won,main_player_civ,main_player_civ_name,other_player_civ,other_player_civ_name,match_id,version,ranked,map_type,game_started,p1_name,p1_id,p1_rating,p1_won,p2_name,p2_id,p2_rating,p2_won,Feudal Age,Castle Age,Feudal Age_Archer Rush,Q_Feudal Age_Archer Rush,Feudal Age_Blacksmith,Feudal Age_Range,Castle Age_3+ TC Boom,Castle Age_University,Castle Age_Siege,Dark Age_Mill,Dark Age_Lumber Camp,Dark Age_Deer Lure,Feudal Age_Man At Arms Tech,Feudal Age_Man-at-Arms,Q_Feudal Age_Man-at-Arms,Castle Age_Two TC,Imperial Age,Feudal Age_Skirm Rush,Q_Feudal Age_Skirm Rush,Castle Age_Monastery,Dark Age_Drush,Q_Dark Age_Drush,Dark Age_Barracks,Feudal Age_Eagle Rush,Q_Feudal Age_Eagle Rush,Feudal Age_Fast Castle,Castle Age_Single TC,Feudal Age_Spear Rush,Q_Feudal Age_Spear Rush,Feudal Age_Market,Feudal Age_Scout Rush,Q_Feudal Age_Scout Rush,Feudal Age_stable,Castle Age_Castle,Dark Age_Fast Castle Dark Age Attempt,Dark Age_Town Center Rush,Dark Age_Mining Camp,Castle Age_Fats Imperial
0,Uee_,This Love,TRUE,28,Khmer,36,Burgundians,87488773,46295,TRUE,9,1619602581,This Love,3231612,2112,TRUE,🏹,4367756,2117,FALSE,6.9777,18.3943,2,6,10,10,10,10,10,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,🏹,🏹,FALSE,36,Burgundians,28,Khmer,87488773,46295,TRUE,9,1619602581,This Love,3231612,2112,TRUE,🏹,4367756,2117,FALSE,8.137866667,18.30168333,3,11,10,10,0,10,10,10,10,2,10,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Ghostbusters,Ghostbusters,TRUE,11,Vikings,6,Chinese,87907847,46295,TRUE,9,1619760143,Ghostbusters,2777792,1978,TRUE,QNA_Whocl,2309468,2075,FALSE,8.3144,18.91353333,1,3,10,10,10,10,0,10,10,3,10,10,5,0,35.53565,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,QNA_Whocl,QNA_Whocl,FALSE,6,Chinese,11,Vikings,87907847,46295,TRUE,9,1619760143,Ghostbusters,2777792,1978,TRUE,QNA_Whocl,2309468,2075,FALSE,7.9952,19.73673333,3,8,10,10,0,0,10,10,10,2,10,10,5,10,41.622,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FB.Kasva,FB.Kasva,TRUE,16,Mayans,11,Vikings,89622560,47820,TRUE,9,1620352878,FB.Kasva,1224481,2348,TRUE,Nagash,2667231,2380,FALSE,9.53805,19.65456667,3,10,10,10,0,10,10,0,10,0,0,0,0,10,0,0,0,0,10,2,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Nagash,Nagash,FALSE,11,Vikings,16,Mayans,89622560,47820,TRUE,9,1620352878,FB.Kasva,1224481,2348,TRUE,Nagash,2667231,2380,FALSE,10.96175,14.4651,3,10,10,10,0,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
6,Thành Cổ Quảng Trị,Thành Cổ Quảng Trị,TRUE,32,Bulgarians,6,Chinese,88448766,46295,TRUE,9,1619928826,Thành Cổ Quảng Trị,2660491,2078,TRUE,KingstoN_,3253348,2087,FALSE,7.847183333,22.02246667,1,2,10,10,10,0,10,10,10,3,10,10,5,0,37.70636667,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,KingstoN_USb_,KingstoN_,FALSE,6,Chinese,32,Bulgarians,88448766,46295,TRUE,9,1619928826,Thành Cổ Quảng Trị,2660491,2078,TRUE,KingstoN_,3253348,2087,FALSE,8.018816667,23.74081667,2,4,10,10,0,0,0,10,10,1,0,0,0,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TheKasva,TheKasva,TRUE,15,Aztecs,17,Huns,87528946,46295,TRUE,9,1619621717,TheKasva,4795863,1963,TRUE,Kik0_,1516024,1969,FALSE,8.154583333,19.16316667,0,0,10,0,0,0,10,10,10,1,10,10,3,0,0,0,0,10,0,0,0,1,2,0,10,2,4,10,0,0,0,0,0,0,0,0
9,Kik0_,Kik0_,FALSE,17,Huns,15,Aztecs,87528946,46295,TRUE,9,1619621717,TheKasva,4795863,1963,TRUE,Kik0_,1516024,1969,FALSE,6.665516667,18.1091,0,0,0,10,10,0,0,10,10,2,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,0,0
10,_Killua_,_Killua_,TRUE,36,Burgundians,21,Incas,89335466,47820,TRUE,9,1620244275,_Killua_,5093301,2190,TRUE,DS_Smurfitos,111069,1987,FALSE,8.594833333,22.6647,2,5,10,10,10,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DS_Smurfitos,DS_Smurfitos,FALSE,21,Incas,36,Burgundians,89335466,47820,TRUE,9,1620244275,_Killua_,5093301,2190,TRUE,DS_Smurfitos,111069,1987,FALSE,7.514033333,21.65143333,0,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
12,[HyM]Rusher,[HyM]Rusher,TRUE,1,Britons,30,Burmese,88766220,46295,TRUE,9,1620035672,[HyM]Rusher,3527288,1984,TRUE,Mini-Cally,622641,2051,FALSE,7.568116667,20.99875,2,7,10,10,10,10,0,10,10,0,0,0,0,0,45.83936667,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
13,Mini-Cally,Mini-Cally,FALSE,30,Burmese,1,Britons,88766220,46295,TRUE,9,1620035672,[HyM]Rusher,3527288,1984,TRUE,Mini-Cally,622641,2051,FALSE,7.80145,23.11605,0,0,10,10,0,0,10,10,10,0,10,10,7,0,34.67006667,2,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0
14,SalzZ_classicpro,SalzZ_classicpro,TRUE,16,Mayans,7,Byzantines,84830977,46295,TRUE,9,1618653724,SalzZ_classicpro,1755520,2382,TRUE,FB.Kasva,2759481,2371,FALSE,11.16183333,19.78608333,3,9,10,10,10,0,10,0,10,2,0,0,0,0,33.5047,2,4,10,10,3,10,2,4,0,0,0,0,0,0,0,0,0,10,0,0,0
15,_KaSVa_,FB.Kasva,FALSE,7,Byzantines,16,Mayans,84830977,46295,TRUE,9,1618653724,SalzZ_classicpro,1755520,2382,TRUE,FB.Kasva,2759481,2371,FALSE,9.915766667,21.49963333,4,12,10,10,0,0,10,0,10,0,10,10,9,0,37.31998333,2,4,0,10,4,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
16,Nacho_C,Nacho_C,FALSE,19,Italians,3,Goths,87686312,46295,TRUE,9,1619674920,Nacho_C,2899104,1935,FALSE,[SiG] OnLeKe,308109,2057,TRUE,7.706183333,21.28403333,3,10,10,10,10,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,[SiG] OnLeKe,[SiG] OnLeKe,TRUE,3,Goths,19,Italians,87686312,46295,TRUE,9,1619674920,Nacho_C,2899104,1935,FALSE,[SiG] OnLeKe,308109,2057,TRUE,10.09251667,22.7411,0,0,10,10,10,0,0,0,10,0,10,10,4,0,0,4,17,10,10,4,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
18,Spring,Spring,FALSE,17,Huns,27,Berbers,87301610,46295,TRUE,9,1619523153,Spring,1766301,2039,FALSE,Overtaken,4632681,2120,TRUE,7.693566667,18.0142,2,7,10,10,0,10,10,10,10,0,10,10,6,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
19,Overtaken,Overtaken,TRUE,27,Berbers,17,Huns,87301610,46295,TRUE,9,1619523153,Spring,1766301,2039,FALSE,Overtaken,4632681,2120,TRUE,7.944166667,16.84586667,0,0,10,10,10,0,10,10,10,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
20,[KGB] Alive,[KGB] Alive,TRUE,13,Celts,10,Turks,87872568,46295,TRUE,9,1619744575,[KGB] Alive,1629889,2116,TRUE,[LGe] Uzzi,229071,2118,FALSE,7.643833333,17.59515,2,4,10,10,10,0,10,10,10,0,0,0,0,0,35.14776667,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
21,Uzzi,[LGe] Uzzi,FALSE,10,Turks,13,Celts,87872568,46295,TRUE,9,1619744575,[KGB] Alive,1629889,2116,TRUE,[LGe] Uzzi,229071,2118,FALSE,7.602433333,16.62388333,0,0,10,10,0,0,10,10,10,1,0,0,0,0,33.76456667,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0
22,MrTempo,[Actitud] Tempo,TRUE,21,Incas,14,Spanish,87365756,46295,TRUE,9,1619546220,[Actitud] Tempo,633255,2037,TRUE,UndeckedAttic68,4478192,2081,FALSE,8.12035,18.78898333,3,10,10,10,10,10,0,10,10,0,0,0,0,0,33.54068333,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,UndeckedAttic68,UndeckedAttic68,FALSE,14,Spanish,21,Incas,87365756,46295,TRUE,9,1619546220,[Actitud] Tempo,633255,2037,TRUE,UndeckedAttic68,4478192,2081,FALSE,7.77035,19.17631667,2,4,10,10,0,0,10,10,10,0,10,10,4,10,34.03488333,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
24,[SiG] OnLeKe,[SiG] OnLeKe,FALSE,12,Mongols,31,Vietnamese,88628472,46295,TRUE,9,1619982620,[SiG] OnLeKe,308109,2052,FALSE,RediRodion,1670171,1990,TRUE,7.234166667,0,1,3,10,10,0,0,0,10,10,1,10,10,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,RediRodion,RediRodion,TRUE,31,Vietnamese,12,Mongols,88628472,46295,TRUE,9,1619982620,[SiG] OnLeKe,308109,2052,FALSE,RediRodion,1670171,1990,TRUE,8.1468,23.53071667,3,10,10,10,0,0,0,10,10,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
26,Delta65,Delta65,FALSE,3,Goths,9,Saracens,84585728,46295,TRUE,9,1618579752,Delta65,216183,2112,FALSE,GodOfTheGodless,260593,2204,TRUE,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,GodOfTheGodless,GodOfTheGodless,TRUE,9,Saracens,3,Goths,84585728,46295,TRUE,9,1618579752,Delta65,216183,2112,FALSE,GodOfTheGodless,260593,2204,TRUE,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,BacT,BacT,TRUE,23,Slavs,26,Malians,84153065,46295,TRUE,9,1618414084,BacT,312938,2351,TRUE,Krillin,3579491,2212,FALSE,7.595916667,20.22778333,0,0,0,10,0,0,0,10,10,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,10,0,0,0,2,7,10,0,0,0,0,0
29,Domingo de Resaca,Krillin,FALSE,26,Malians,23,Slavs,84153065,46295,TRUE,9,1618414084,BacT,312938,2351,TRUE,Krillin,3579491,2212,FALSE,7.802433333,22.50141667,2,7,10,10,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,0
30,_Killua_,_Killua_,FALSE,37,Sicilians,28,Khmer,89175325,47820,TRUE,9,1620180175,_Killua_,5093301,2205,FALSE,Hearttt,582058,2343,TRUE,7.631116667,17.47433333,0,0,10,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,10,0,0,0,0
31,Hearttt,Hearttt,TRUE,28,Khmer,37,Sicilians,89175325,47820,TRUE,9,1620180175,_Killua_,5093301,2205,FALSE,Hearttt,582058,2343,TRUE,7.496766667,17.44026667,3,11,10,10,10,0,0,10,10,0,0,0,0,0,39.26046667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
32,_Killua_,_Killua_,FALSE,7,Byzantines,33,Tatars,89141820,47820,TRUE,9,1620167129,_Killua_,5093301,2204,FALSE,FB.Kasva,1224481,2345,TRUE,7.5611,18.58711667,2,6,10,10,0,10,0,10,10,1,0,0,0,10,30.82335,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,FB.Kasva,FB.Kasva,TRUE,33,Tatars,7,Byzantines,89141820,47820,TRUE,9,1620167129,_Killua_,5093301,2204,FALSE,FB.Kasva,1224481,2345,TRUE,7.798083333,17.66698333,3,9,10,10,0,0,10,10,10,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,DADA_KW,DADA_KW,FALSE,28,Khmer,12,Mongols,87329587,46295,TRUE,9,1619535012,DADA_KW,199419,2196,FALSE,BacT,312938,2445,TRUE,7.064183333,0,0,0,0,10,0,0,0,10,10,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0
35,BacT,BacT,TRUE,12,Mongols,28,Khmer,87329587,46295,TRUE,9,1619535012,DADA_KW,199419,2196,FALSE,BacT,312938,2445,TRUE,6.6659,18.25365,2,6,10,10,0,0,0,10,10,3,10,10,3,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0
36,GL.JorDan_AoE,GL.JorDan_AoE,TRUE,1,Britons,32,Bulgarians,88568256,46295,TRUE,9,1619970001,GL.JorDan_AoE,2858362,2400,TRUE,[Tempo] Liereyy,506898,2477,FALSE,7.2005,18.91875,3,9,10,10,0,0,0,10,10,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
37,[Tempo] Liereyy,[Tempo] Liereyy,FALSE,32,Bulgarians,1,Britons,88568256,46295,TRUE,9,1619970001,GL.JorDan_AoE,2858362,2400,TRUE,[Tempo] Liereyy,506898,2477,FALSE,7.540516667,18.9739,0,0,10,10,0,0,0,10,10,1,10,10,4,0,0,4,12,0,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0
38,Nagash,Nagash,TRUE,33,Tatars,2,Franks,87673829,46295,TRUE,9,1619667632,Nagash,2667231,2295,TRUE,Hearttt,582058,2328,FALSE,7.462733333,21.12188333,2,7,10,10,10,0,0,10,10,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,_TheHearttt_ :)!,Hearttt,FALSE,2,Franks,33,Tatars,87673829,46295,TRUE,9,1619667632,Nagash,2667231,2295,TRUE,Hearttt,582058,2328,FALSE,7.570633333,18.74825,0,0,10,10,0,0,10,10,10,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
40,UndeckedAttic68,UndeckedAttic68,TRUE,6,Chinese,6,Chinese,87101113,46295,TRUE,9,1619445113,UndeckedAttic68,4478192,2049,TRUE,Spring,1766301,2143,FALSE,8.000616667,19.27363333,2,5,10,10,10,10,10,10,10,0,10,10,4,0,32.31405,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Spring,Spring,FALSE,6,Chinese,6,Chinese,87101113,46295,TRUE,9,1619445113,UndeckedAttic68,4478192,2049,TRUE,Spring,1766301,2143,FALSE,7.956283333,17.70885,0,0,10,10,10,10,10,10,10,3,0,0,0,0,32.86528333,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,ACCM |AOEbuilds.com,ACCM |AOEbuilds.com,TRUE,35,Lithuanians,36,Burgundians,88745496,46295,TRUE,9,1620020832,ACCM |AOEbuilds.com,347269,2481,TRUE,QNA_Whocl,2309468,2071,FALSE,7.187133333,21.69191667,0,0,10,10,0,0,0,10,10,1,0,0,0,0,0,3,8,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,0
43,QNA_Whocl,QNA_Whocl,FALSE,36,Burgundians,35,Lithuanians,88745496,46295,TRUE,9,1620020832,ACCM |AOEbuilds.com,347269,2481,TRUE,QNA_Whocl,2309468,2071,FALSE,9.853666667,0,0,0,0,0,0,0,0,10,10,1,10,10,4,0,0,0,0,0,10,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
44,KingstoN_USb_,KingstoN_,TRUE,6,Chinese,34,Cumans,88621069,46295,TRUE,9,1619981258,KingstoN_,3253348,2071,TRUE,KongeQrnen,725502,2119,FALSE,8.109916667,17.05995,2,6,10,10,10,0,10,10,10,1,0,0,0,0,32.80191667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
45,KongeQrnen,KongeQrnen,FALSE,34,Cumans,6,Chinese,88621069,46295,TRUE,9,1619981258,KingstoN_,3253348,2071,TRUE,KongeQrnen,725502,2119,FALSE,7.4611,19.37358333,0,0,10,0,0,0,10,10,10,0,0,0,0,0,37.26978333,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,10,10,0,0,0,0
46,Jin Mori,Jin Mori,FALSE,14,Spanish,28,Khmer,86848645,46295,TRUE,9,1619357238,Jin Mori,3082790,2095,FALSE,Babaorum,576919,2313,TRUE,7.564616667,17.14468333,0,0,10,10,0,0,0,10,10,1,0,0,0,10,40.6393,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
47,Babaorum,Babaorum,TRUE,28,Khmer,14,Spanish,86848645,46295,TRUE,9,1619357238,Jin Mori,3082790,2095,FALSE,Babaorum,576919,2313,TRUE,7.056416667,16.00895,2,6,10,10,10,10,0,10,10,2,0,0,0,0,36.35035,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,🏹,🏹,TRUE,28,Khmer,26,Malians,87116433,46295,TRUE,9,1619450492,🏹,4367756,2092,TRUE,KongeQrnen,725502,2127,FALSE,7.093816667,18.28728333,4,14,10,10,10,0,0,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,KongeQrnen,KongeQrnen,FALSE,26,Malians,28,Khmer,87116433,46295,TRUE,9,1619450492,🏹,4367756,2092,TRUE,KongeQrnen,725502,2127,FALSE,7.564216667,18.83981667,0,0,0,10,10,0,10,10,10,0,0,0,0,0,0,2,5,10,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0
50,twitch.tv/haraoe,twitch.tv/haraoe,FALSE,26,Malians,33,Tatars,87843248,46295,TRUE,9,1619733465,twitch.tv/haraoe,1650931,1953,FALSE,Kik0_,1516024,1998,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Kik0_,Kik0_,TRUE,33,Tatars,26,Malians,87843248,46295,TRUE,9,1619733465,twitch.tv/haraoe,1650931,1953,FALSE,Kik0_,1516024,1998,TRUE,8.138,0,0,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,DarkAoE | Twitch,DarkAoE | Twitch,FALSE,15,Aztecs,35,Lithuanians,88771657,46295,TRUE,9,1620038827,DarkAoE | Twitch,1407942,2180,FALSE,SalzZ_classicpro,1754629,2339,TRUE,7.951733333,18.91491667,0,0,10,10,10,0,0,0,10,2,10,10,5,0,38.26146667,0,0,10,0,0,0,2,4,0,0,1,3,0,0,0,0,0,0,0,0,0
53,SalzZ_classicpro,SalzZ_classicpro,TRUE,35,Lithuanians,15,Aztecs,88771657,46295,TRUE,9,1620038827,DarkAoE | Twitch,1407942,2180,FALSE,SalzZ_classicpro,1754629,2339,TRUE,6.239316667,19.24455,0,0,0,10,10,0,0,10,10,3,0,0,0,0,35.96241667,1,2,10,0,0,0,0,0,0,0,0,0,0,1,3,10,10,0,0,0,0
54,nomonomo_)(,nomonomo_)(,FALSE,3,Goths,27,Berbers,87328316,46295,TRUE,9,1619534501,nomonomo_)(,3308789,2069,FALSE,T90Official,197930,2077,TRUE,8.075566667,20.16073333,1,3,10,10,0,0,0,10,10,1,10,10,4,10,0,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
55,T90Official,T90Official,TRUE,27,Berbers,3,Goths,87328316,46295,TRUE,9,1619534501,nomonomo_)(,3308789,2069,FALSE,T90Official,197930,2077,TRUE,7.9211,18.4827,1,3,10,10,10,0,10,10,10,2,0,0,0,0,31.64241667,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,[bK] Kenshin,[bK] Kenshin,FALSE,12,Mongols,18,Koreans,87667900,46295,TRUE,9,1619665036,[bK] Kenshin,36778,1970,FALSE,DS_Carbo__,618731,2044,TRUE,9.996966667,15.48425,2,5,10,10,0,10,0,10,10,2,0,0,0,10,0,0,0,10,10,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
57,DS_Carbo__,DS_Carbo__,TRUE,18,Koreans,12,Mongols,87667900,46295,TRUE,9,1619665036,[bK] Kenshin,36778,1970,FALSE,DS_Carbo__,618731,2044,TRUE,8.006666667,18.02715,2,7,10,10,10,10,0,10,10,0,0,0,0,0,36.7473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
58,GL.Admiral_JorDan_AoE,GL.JorDan_AoE,TRUE,4,Teutons,37,Sicilians,87073404,46295,TRUE,9,1619430706,GL.JorDan_AoE,2858362,2421,TRUE,ACCM |AOEbuilds.com,347269,2472,FALSE,7.588583333,18.21921667,2,7,10,10,10,0,10,10,10,0,10,10,3,0,34.45413333,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ACCM |AOEbuilds.com,ACCM |AOEbuilds.com,FALSE,37,Sicilians,4,Teutons,87073404,46295,TRUE,9,1619430706,GL.JorDan_AoE,2858362,2421,TRUE,ACCM |AOEbuilds.com,347269,2472,FALSE,8.875616667,20.64563333,3,11,10,10,10,10,0,0,10,1,0,0,0,0,34.47466667,1,2,10,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,in videolezione,in videolezione,FALSE,11,Vikings,16,Mayans,86368722,46295,TRUE,9,1619206101,in videolezione,1428813,2144,FALSE,youhou,1630401,2232,TRUE,7.963033333,19.35725,2,5,10,10,10,10,10,10,10,2,0,0,0,0,35.14878333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,youhou,youhou,TRUE,16,Mayans,11,Vikings,86368722,46295,TRUE,9,1619206101,in videolezione,1428813,2144,FALSE,youhou,1630401,2232,TRUE,10.54496667,14.94843333,3,10,10,10,0,0,10,0,10,1,0,0,0,10,32.25405,0,0,0,10,5,10,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0
62,vandamme,vandamme,TRUE,22,Magyars,16,Mayans,88576960,46295,TRUE,9,1619971940,vandamme,4102146,2108,TRUE,DADA_KW,199419,2211,FALSE,7.8872,16.91195,0,0,10,0,10,10,10,10,10,0,0,0,0,0,31.34768333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0
63,DADA_KW,DADA_KW,FALSE,16,Mayans,22,Magyars,88576960,46295,TRUE,9,1619971940,vandamme,4102146,2108,TRUE,DADA_KW,199419,2211,FALSE,8.127383333,16.57218333,0,0,10,0,0,0,0,10,10,0,0,0,0,10,32.5524,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,10,0,0,0,0
64,PL_Dziamdziak,PL_Dziamdziak,FALSE,23,Slavs,7,Byzantines,87526260,46295,TRUE,9,1619620701,PL_Dziamdziak,879956,2037,FALSE,_Killua_,5093301,2180,TRUE,7.547566667,17.31376667,2,6,10,10,10,0,10,10,10,1,0,0,0,0,32.36061667,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
65,_Killua_,_Killua_,TRUE,7,Byzantines,23,Slavs,87526260,46295,TRUE,9,1619620701,PL_Dziamdziak,879956,2037,FALSE,_Killua_,5093301,2180,TRUE,8.03665,17.98068333,1,3,10,10,10,10,0,10,10,1,0,0,0,0,29.97541667,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,retard,repard,TRUE,7,Byzantines,24,Portuguese,87751333,46295,TRUE,9,1619710237,repard,222528,2225,TRUE,QNA_Whocl,2309468,2088,FALSE,7.7768,18.77426667,2,5,10,10,10,0,10,10,10,2,10,10,3,0,31.08586667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,QNA_Whocl,QNA_Whocl,FALSE,24,Portuguese,7,Byzantines,87751333,46295,TRUE,9,1619710237,repard,222528,2225,TRUE,QNA_Whocl,2309468,2088,FALSE,7.865933333,20.22886667,3,8,10,10,10,0,10,10,10,1,10,10,5,0,33.5872,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
68,GL.JorDan_AoE,GL.JorDan_AoE,TRUE,22,Magyars,4,Teutons,89467598,47820,TRUE,9,1620305463,GL.JorDan_AoE,2858362,2393,TRUE,KongeQrnen,725502,2196,FALSE,7.163416667,18.01951667,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,10,1,2,0,2,5,10,0,0,0,0,0
69,KongeQrnen,KongeQrnen,FALSE,4,Teutons,22,Magyars,89467598,47820,TRUE,9,1620305463,GL.JorDan_AoE,2858362,2393,TRUE,KongeQrnen,725502,2196,FALSE,7.890966667,0,2,7,10,10,0,0,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
70,kaoguxuejia,kaoguxuejia,TRUE,22,Magyars,16,Mayans,83655465,46295,TRUE,9,1618221566,kaoguxuejia,3486889,2147,TRUE,KongeQrnen,725502,2185,FALSE,7.65725,18.99118333,0,0,0,10,0,10,0,10,10,0,0,0,0,10,41.1249,2,5,10,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0
71,KongeQrnen,KongeQrnen,FALSE,16,Mayans,22,Magyars,83655465,46295,TRUE,9,1618221566,kaoguxuejia,3486889,2147,TRUE,KongeQrnen,725502,2185,FALSE,7.952433333,18.47296667,2,7,10,10,0,0,10,10,10,1,10,10,4,10,40.97573333,0,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
72,Babaorum,Babaorum,TRUE,4,Teutons,10,Turks,89297015,47820,TRUE,9,1620235282,Babaorum,576919,2307,TRUE,Hoodlum,1177662,2045,FALSE,7.448783333,18.81858333,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,4,10,0,0,0,0,0
73,Hoodlum,Hoodlum,FALSE,10,Turks,4,Teutons,89297015,47820,TRUE,9,1620235282,Babaorum,576919,2307,TRUE,Hoodlum,1177662,2045,FALSE,9.952166667,20.76998333,0,0,10,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0
